absolute,time,date,place,email,contacts,"datetime order",status
1537441200,11:00,20.09.2018,1-7,lirasitemaster@yandex.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 lang: ru}","25.09.2018 15:45 (+03:00 GMT)"
1537441200,11:00,20.09.2018,1-6,lirasitemaster@yandex.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 lang: ru}","25.09.2018 15:45 (+03:00 GMT)"
1537441200,11:00,20.09.2018,1-6,lirasitemaster@yandex.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 lang: ru}","25.09.2018 15:45 (+03:00 GMT)"
1537441200,11:00,20.09.2018,1-5,lirasitemaster@yandex.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 lang: ru}","25.09.2018 15:45 (+03:00 GMT)"
1537441200,11:00,20.09.2018,1-5,lirasitemaster@yandex.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 lang: ru}","25.09.2018 15:45 (+03:00 GMT)"
1537441200,11:00,20.09.2018,1-4,lirasitemaster@yandex.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 lang: ru}","25.09.2018 15:45 (+03:00 GMT)"
1536836400,11:00,13.09.2018,3-6,fwmakc@mail.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 lang: ru}","11.09.2018 16:51 (+03:00 GMT)"
1536836400,11:00,13.09.2018,3-5,fwmakc@mail.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 lang: ru}","11.09.2018 16:51 (+03:00 GMT)"
1536836400,11:00,13.09.2018,3-4,fwmakc@mail.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 lang: ru}","11.09.2018 16:51 (+03:00 GMT)"
1536836400,11:00,13.09.2018,3-3,fwmakc@mail.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36 lang: ru}","11.09.2018 16:51 (+03:00 GMT)"
1535720400,13:00,31.08.2018,3-2,sasa,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 23:09 (+03:00 GMT)"
1535720400,13:00,31.08.2018,2-3,sasa,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 23:09 (+03:00 GMT)"
1535720400,13:00,31.08.2018,2-2,sasa,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 23:09 (+03:00 GMT)"
1535720400,13:00,31.08.2018,2-1,sasa,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 23:09 (+03:00 GMT)"
1535720400,13:00,31.08.2018,1-2,sasa,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 23:09 (+03:00 GMT)"
1535713200,11:00,31.08.2018,5-7,lexa,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 17:52 (+03:00 GMT)"
1535713200,11:00,31.08.2018,5-6,lexa,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 17:52 (+03:00 GMT)"
1535713200,11:00,31.08.2018,5-5,lexa,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 17:52 (+03:00 GMT)"
1535713200,11:00,31.08.2018,5-4,lexa,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 17:52 (+03:00 GMT)"
1535713200,11:00,31.08.2018,3-6,nkmanya@mail.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 17:27 (+03:00 GMT)"
1535713200,11:00,31.08.2018,3-5,nkmanya@mail.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 17:27 (+03:00 GMT)"
1535713200,11:00,31.08.2018,2-6,nkmanya@mail.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 17:27 (+03:00 GMT)"
1535713200,11:00,31.08.2018,2-5,nkmanya@mail.ru,"{user: , phone: , ip: 127.0.0.1, browser: Mozilla/5.0 (Windows NT 6.1; rv:61.0) Gecko/20100101 Firefox/61.0 lang: ru}","31.08.2018 17:27 (+03:00 GMT)"
